name,price,category,country_of_origin,expiration_date,search_tags,description
frozen beef,399.48,dried,Germany,2020-07-12 00:00:00,frozen pastry,imported
domestic chicken,422.53,dried,France,2018-06-17 00:00:00,spicy vegetables,domestic
fresh paprika,999.65,fruit,Brazil,2019-07-02 00:00:00,fresh meat,dried
fresh tomato,669.89,meat,Spain,2019-06-05 00:00:00,vacuum sealed canned,dried
smoked gurkin,32.08,processed food,Spain,2020-10-06 00:00:00,dried vegetables,spicy
fresh gurkin,932.32,pastry,Spain,2018-11-07 00:00:00,smoked vegetables,spicy
smoked gurkin,574.67,legumes,Brazil,2018-06-25 00:00:00,dried canned,fresh
domestic lentils,249.61,processed food,Poland,2018-03-18 00:00:00,vacuum sealed dried,vacuum sealed
fresh chicken,801.46,vegetables,France,2019-07-01 00:00:00,domestic processed food,smoked
imported beans,418.97,pastry,Spain,2018-06-01 00:00:00,fresh processed food,smoked
smoked bread,694.09,pastry,Germany,2019-08-09 00:00:00,frozen legumes,dried
spicy paprika,220.02,processed food,China,2018-07-26 00:00:00,fresh canned,domestic
vacuum sealed prawns,44.08,legumes,Poland,2019-04-22 00:00:00,smoked fruit,spicy
fresh lentils,385.62,processed food,France,2018-12-22 00:00:00,dried meat,frozen
smoked beans,340.05,canned,France,2019-05-14 00:00:00,spicy vegetables,frozen
domestic chicken,953.59,dried,Spain,2020-06-28 00:00:00,imported legumes,dried
fresh paprika,832.13,fruit,Germany,2020-09-26 00:00:00,frozen dried,frozen
frozen bread,244.22,legumes,France,2018-10-24 00:00:00,smoked dried,vacuum sealed
vacuum sealed chicken,656.74,pastry,Spain,2020-07-22 00:00:00,dried fruit,spicy
domestic tomato,408.69,processed food,Poland,2020-04-05 00:00:00,vacuum sealed fruit,smoked
imported beans,819.24,legumes,Morocco,2020-08-10 00:00:00,imported processed food,spicy
imported potatoes,59.32,dried,Brazil,2020-08-14 00:00:00,vacuum sealed canned,imported
vacuum sealed buns,663.75,processed food,Poland,2018-03-21 00:00:00,imported vegetables,dried
dried bread,111.57,canned,Germany,2018-01-10 00:00:00,spicy pastry,domestic
imported prawns,750.57,canned,Germany,2019-08-26 00:00:00,imported processed food,dried
frozen beans,233.85,pastry,Morocco,2018-07-05 00:00:00,domestic fruit,fresh
imported broccoli,453.17,dried,Germany,2019-07-08 00:00:00,domestic legumes,spicy
smoked beans,717.42,dried,Spain,2020-11-04 00:00:00,smoked fruit,frozen
domestic prawns,176.7,dried,Brazil,2020-12-12 00:00:00,fresh dried,frozen
imported beans,636.25,meat,Brazil,2019-01-02 00:00:00,spicy canned,domestic
dried potatoes,548.73,vegetables,Morocco,2020-10-06 00:00:00,frozen vegetables,spicy
vacuum sealed broccoli,645.75,processed food,Spain,2019-06-02 00:00:00,imported fruit,spicy
dried tomato,166.05,canned,Brazil,2020-03-19 00:00:00,smoked processed food,domestic
vacuum sealed lentils,938.5,processed food,Spain,2019-12-12 00:00:00,fresh legumes,dried
fresh potatoes,512.05,fruit,Brazil,2020-06-04 00:00:00,smoked dried,frozen
dried beans,212.26,legumes,Spain,2019-07-09 00:00:00,dried dried,frozen
dried pork,644.13,dried,Spain,2020-04-11 00:00:00,spicy canned,frozen
imported beef,497.91,canned,Spain,2020-01-18 00:00:00,domestic processed food,imported
fresh paprika,483.8,fruit,Brazil,2019-01-06 00:00:00,spicy meat,fresh
fresh paprika,328.95,pastry,Germany,2018-10-04 00:00:00,domestic meat,smoked
imported lentils,546.14,canned,Spain,2020-05-11 00:00:00,fresh vegetables,smoked
fresh pork,378.29,meat,Morocco,2019-12-12 00:00:00,dried fruit,domestic
imported prawns,314.67,fruit,Spain,2020-03-16 00:00:00,domestic meat,spicy
domestic potatoes,205.9,meat,Brazil,2018-01-26 00:00:00,imported legumes,fresh
domestic prawns,922.98,pastry,Germany,2019-03-19 00:00:00,fresh fruit,dried
spicy prawns,445.77,legumes,China,2018-03-22 00:00:00,spicy canned,vacuum sealed
vacuum sealed lentils,731.72,vegetables,Poland,2018-07-11 00:00:00,fresh legumes,smoked
vacuum sealed bread,46.41,fruit,Morocco,2019-07-27 00:00:00,imported processed food,frozen
vacuum sealed buns,638.32,vegetables,Brazil,2018-12-05 00:00:00,fresh canned,vacuum sealed
fresh beans,271.65,vegetables,Spain,2018-08-04 00:00:00,spicy fruit,imported
spicy prawns,426.33,canned,Germany,2019-09-04 00:00:00,smoked meat,dried
fresh potatoes,636.42,legumes,Poland,2020-12-07 00:00:00,spicy pastry,domestic
smoked tomato,583.69,meat,Spain,2018-06-11 00:00:00,smoked fruit,imported
smoked pork,395.0,vegetables,China,2018-06-18 00:00:00,vacuum sealed canned,domestic
fresh prawns,937.07,pastry,Spain,2019-05-13 00:00:00,frozen fruit,vacuum sealed
fresh bread,802.21,fruit,Brazil,2019-08-01 00:00:00,frozen vegetables,fresh
vacuum sealed broccoli,786.65,canned,Poland,2019-12-01 00:00:00,domestic meat,frozen
dried buns,653.51,canned,Brazil,2020-12-01 00:00:00,domestic fruit,vacuum sealed
domestic chicken,649.11,legumes,Germany,2018-04-21 00:00:00,fresh processed food,dried
spicy bread,528.55,canned,France,2018-06-10 00:00:00,spicy vegetables,spicy
fresh tomato,564.58,pastry,China,2019-01-17 00:00:00,fresh meat,spicy
spicy gurkin,680.52,dried,Germany,2018-02-12 00:00:00,smoked legumes,imported
smoked paprika,109.01,vegetables,Brazil,2018-02-04 00:00:00,imported legumes,domestic
vacuum sealed lentils,107.01,vegetables,Spain,2019-01-20 00:00:00,vacuum sealed legumes,vacuum sealed
spicy prawns,986.11,fruit,Morocco,2018-07-15 00:00:00,fresh meat,dried
vacuum sealed lentils,147.97,processed food,Spain,2020-01-27 00:00:00,smoked meat,dried
domestic tomato,414.25,canned,Spain,2020-02-02 00:00:00,imported legumes,frozen
dried potatoes,363.92,dried,Poland,2018-04-11 00:00:00,frozen canned,fresh
smoked beans,706.99,fruit,France,2020-01-09 00:00:00,spicy fruit,fresh
vacuum sealed beans,650.15,vegetables,Spain,2018-07-22 00:00:00,domestic legumes,spicy
dried buns,377.97,pastry,Germany,2018-07-25 00:00:00,domestic vegetables,vacuum sealed
vacuum sealed buns,732.99,legumes,China,2019-11-12 00:00:00,domestic canned,fresh
vacuum sealed buns,888.82,pastry,China,2020-11-28 00:00:00,domestic vegetables,fresh
imported prawns,450.79,vegetables,Morocco,2019-03-04 00:00:00,smoked legumes,smoked
dried potatoes,813.61,canned,Morocco,2019-03-24 00:00:00,frozen legumes,spicy
fresh gurkin,726.67,dried,Spain,2020-04-23 00:00:00,imported vegetables,imported
dried gurkin,494.98,dried,Morocco,2020-02-24 00:00:00,imported processed food,spicy
spicy broccoli,5.29,meat,France,2020-02-16 00:00:00,dried dried,vacuum sealed
imported paprika,736.29,meat,France,2019-03-24 00:00:00,frozen meat,spicy
vacuum sealed buns,491.15,meat,China,2018-03-18 00:00:00,domestic legumes,spicy
imported potatoes,230.81,fruit,Spain,2020-05-15 00:00:00,spicy pastry,spicy
spicy gurkin,541.76,fruit,Germany,2019-11-09 00:00:00,frozen vegetables,imported
spicy beans,649.53,legumes,France,2019-03-27 00:00:00,spicy dried,vacuum sealed
smoked bread,156.48,pastry,Morocco,2020-03-13 00:00:00,imported canned,imported
vacuum sealed tomato,440.61,fruit,France,2020-01-01 00:00:00,vacuum sealed canned,domestic
imported potatoes,941.81,vegetables,Brazil,2019-10-05 00:00:00,imported legumes,vacuum sealed
vacuum sealed chicken,925.19,processed food,Germany,2019-12-05 00:00:00,spicy fruit,imported
domestic tomato,577.86,meat,France,2018-07-18 00:00:00,domestic pastry,imported
domestic lentils,187.55,vegetables,Brazil,2019-09-09 00:00:00,domestic legumes,frozen
domestic pork,726.68,dried,France,2019-01-11 00:00:00,imported legumes,vacuum sealed
frozen tomato,663.31,vegetables,Brazil,2020-12-13 00:00:00,vacuum sealed vegetables,dried
fresh beef,434.3,dried,China,2020-06-09 00:00:00,smoked canned,spicy
spicy broccoli,766.95,vegetables,Morocco,2019-04-08 00:00:00,spicy dried,frozen
smoked chicken,346.55,meat,China,2020-02-24 00:00:00,vacuum sealed fruit,dried
dried bread,231.71,meat,Poland,2018-01-06 00:00:00,spicy processed food,domestic
frozen gurkin,433.28,dried,China,2020-12-28 00:00:00,fresh canned,imported
frozen pork,784.23,dried,Poland,2019-03-12 00:00:00,smoked pastry,smoked
imported potatoes,956.3,fruit,China,2019-09-04 00:00:00,frozen processed food,imported
imported gurkin,908.16,vegetables,Spain,2018-06-18 00:00:00,spicy pastry,smoked
fresh chicken,232.86,pastry,Morocco,2020-07-04 00:00:00,frozen canned,spicy
vacuum sealed paprika,293.28,canned,Germany,2019-05-07 00:00:00,imported pastry,smoked
imported beef,149.55,meat,Poland,2020-04-16 00:00:00,domestic meat,dried
domestic pork,456.78,vegetables,Brazil,2019-12-21 00:00:00,domestic fruit,imported
fresh beef,277.9,pastry,Poland,2019-07-19 00:00:00,smoked meat,fresh
imported buns,918.33,pastry,China,2018-07-18 00:00:00,spicy vegetables,spicy
dried lentils,484.57,pastry,Germany,2018-12-27 00:00:00,dried vegetables,dried
spicy chicken,330.58,meat,France,2019-03-07 00:00:00,spicy vegetables,dried
smoked gurkin,803.95,dried,Germany,2018-02-02 00:00:00,domestic meat,dried
fresh beef,256.39,processed food,Poland,2020-02-22 00:00:00,fresh meat,dried
dried buns,898.74,fruit,Spain,2020-10-06 00:00:00,smoked vegetables,dried
domestic paprika,937.74,legumes,China,2019-05-17 00:00:00,fresh dried,imported
spicy chicken,500.02,dried,Spain,2018-11-11 00:00:00,vacuum sealed meat,vacuum sealed
domestic tomato,403.37,dried,Brazil,2019-06-14 00:00:00,smoked pastry,fresh
spicy paprika,184.88,canned,Spain,2019-11-22 00:00:00,spicy processed food,domestic
vacuum sealed potatoes,680.76,processed food,Poland,2019-08-22 00:00:00,domestic fruit,vacuum sealed
fresh buns,98.78,processed food,Morocco,2020-02-06 00:00:00,smoked processed food,smoked
dried lentils,114.2,dried,Poland,2020-04-26 00:00:00,frozen canned,dried
imported lentils,767.72,dried,Spain,2018-10-24 00:00:00,dried pastry,dried
vacuum sealed beef,665.68,vegetables,Spain,2018-11-27 00:00:00,vacuum sealed canned,dried
domestic bread,89.44,fruit,China,2019-02-09 00:00:00,smoked meat,dried
smoked chicken,187.61,canned,China,2020-06-26 00:00:00,spicy legumes,spicy
frozen potatoes,685.04,vegetables,France,2019-07-23 00:00:00,vacuum sealed pastry,domestic
domestic chicken,419.99,legumes,Germany,2019-01-27 00:00:00,fresh meat,vacuum sealed
imported beans,161.45,fruit,Morocco,2019-03-22 00:00:00,vacuum sealed legumes,vacuum sealed
fresh buns,220.47,legumes,France,2018-10-14 00:00:00,dried meat,smoked
vacuum sealed bread,119.66,meat,France,2019-08-12 00:00:00,fresh processed food,vacuum sealed
smoked tomato,48.77,meat,Poland,2019-07-14 00:00:00,fresh processed food,fresh
dried beef,896.02,legumes,Morocco,2018-01-27 00:00:00,imported pastry,smoked
smoked prawns,764.36,processed food,Morocco,2020-09-21 00:00:00,fresh vegetables,domestic
vacuum sealed pork,810.47,fruit,Germany,2020-07-25 00:00:00,domestic processed food,frozen
domestic pork,231.53,pastry,Spain,2019-02-28 00:00:00,dried vegetables,frozen
domestic tomato,607.82,fruit,Poland,2018-02-09 00:00:00,fresh fruit,imported
dried gurkin,816.64,processed food,Germany,2020-07-08 00:00:00,fresh fruit,frozen
domestic prawns,192.71,legumes,Brazil,2020-04-21 00:00:00,imported processed food,domestic
spicy beef,987.66,canned,Spain,2020-01-02 00:00:00,dried dried,domestic
imported lentils,346.48,fruit,Spain,2020-01-19 00:00:00,vacuum sealed legumes,smoked
spicy chicken,849.31,canned,China,2020-08-03 00:00:00,imported meat,imported
domestic broccoli,976.14,fruit,Germany,2020-01-12 00:00:00,dried dried,spicy
smoked beans,771.79,dried,Germany,2018-04-12 00:00:00,smoked fruit,smoked
fresh tomato,347.67,vegetables,Morocco,2018-02-24 00:00:00,spicy meat,domestic
spicy pork,447.82,vegetables,Poland,2019-01-12 00:00:00,domestic fruit,imported
domestic lentils,79.28,canned,China,2018-02-15 00:00:00,smoked fruit,imported
imported gurkin,913.23,fruit,Poland,2019-06-15 00:00:00,dried vegetables,dried
domestic chicken,410.07,processed food,Morocco,2020-07-26 00:00:00,dried canned,fresh
domestic bread,426.25,meat,China,2019-02-18 00:00:00,spicy dried,smoked
imported prawns,569.26,dried,France,2019-05-17 00:00:00,fresh dried,smoked
dried broccoli,870.63,dried,Germany,2020-01-15 00:00:00,imported meat,frozen
vacuum sealed beef,85.56,fruit,Morocco,2018-03-05 00:00:00,frozen fruit,spicy
fresh beef,511.88,legumes,China,2020-04-18 00:00:00,spicy pastry,vacuum sealed
domestic beans,545.29,dried,Spain,2018-05-12 00:00:00,fresh fruit,imported
vacuum sealed chicken,765.57,dried,Germany,2020-06-27 00:00:00,fresh legumes,vacuum sealed
fresh chicken,609.23,vegetables,Brazil,2020-05-01 00:00:00,vacuum sealed legumes,frozen
domestic tomato,118.05,processed food,France,2020-07-20 00:00:00,domestic pastry,smoked
vacuum sealed bread,913.54,fruit,Morocco,2020-07-05 00:00:00,smoked processed food,spicy
smoked pork,647.68,vegetables,Brazil,2019-02-07 00:00:00,fresh processed food,vacuum sealed
domestic beans,630.99,dried,Spain,2018-04-17 00:00:00,imported processed food,vacuum sealed
imported beef,255.79,pastry,Brazil,2019-06-26 00:00:00,spicy meat,imported
domestic broccoli,780.82,dried,France,2018-09-09 00:00:00,domestic canned,frozen
spicy beans,120.6,processed food,China,2018-09-10 00:00:00,fresh fruit,frozen
domestic chicken,265.18,meat,Spain,2020-01-02 00:00:00,domestic canned,fresh
domestic lentils,426.19,meat,China,2020-06-20 00:00:00,imported processed food,dried
frozen beans,510.26,pastry,Poland,2018-08-06 00:00:00,smoked vegetables,smoked
fresh bread,683.9,pastry,Germany,2019-08-04 00:00:00,vacuum sealed vegetables,imported
smoked buns,361.22,legumes,Germany,2020-06-24 00:00:00,smoked processed food,frozen
dried beans,19.73,pastry,Poland,2019-03-03 00:00:00,frozen vegetables,imported
fresh paprika,242.43,processed food,Poland,2019-04-22 00:00:00,frozen processed food,dried
smoked beans,893.78,processed food,Germany,2018-08-12 00:00:00,frozen canned,smoked
spicy lentils,950.12,fruit,Spain,2019-12-02 00:00:00,vacuum sealed fruit,dried
smoked buns,432.95,processed food,Spain,2018-04-06 00:00:00,dried processed food,domestic
imported pork,936.23,vegetables,Germany,2019-07-08 00:00:00,spicy processed food,spicy
vacuum sealed beef,718.51,meat,Morocco,2020-01-08 00:00:00,smoked pastry,fresh
vacuum sealed gurkin,179.61,legumes,France,2019-01-11 00:00:00,spicy vegetables,frozen
fresh pork,515.71,vegetables,Poland,2018-10-26 00:00:00,spicy canned,smoked
smoked bread,267.65,vegetables,China,2020-12-28 00:00:00,spicy meat,smoked
frozen paprika,19.17,meat,Morocco,2018-11-18 00:00:00,vacuum sealed dried,domestic
spicy tomato,797.34,meat,Morocco,2020-01-26 00:00:00,smoked legumes,vacuum sealed
imported paprika,28.79,fruit,Germany,2018-06-14 00:00:00,vacuum sealed canned,vacuum sealed
imported broccoli,46.68,meat,Morocco,2020-12-14 00:00:00,imported meat,domestic
fresh beans,867.09,pastry,Poland,2018-02-12 00:00:00,smoked pastry,spicy
spicy broccoli,20.09,legumes,Poland,2018-04-16 00:00:00,smoked meat,domestic
vacuum sealed potatoes,684.79,fruit,Brazil,2019-01-03 00:00:00,fresh meat,vacuum sealed
frozen chicken,194.97,processed food,Poland,2020-09-03 00:00:00,vacuum sealed meat,fresh
vacuum sealed paprika,859.78,meat,Spain,2020-02-16 00:00:00,vacuum sealed fruit,domestic
imported beef,539.37,processed food,France,2020-07-03 00:00:00,imported fruit,dried
fresh tomato,165.25,legumes,Morocco,2020-01-03 00:00:00,vacuum sealed fruit,spicy
domestic lentils,951.63,meat,Germany,2018-05-17 00:00:00,fresh legumes,imported
dried potatoes,738.17,vegetables,Spain,2018-09-10 00:00:00,smoked legumes,vacuum sealed
frozen tomato,908.35,processed food,Brazil,2020-09-15 00:00:00,spicy fruit,dried
domestic gurkin,72.26,canned,China,2020-11-04 00:00:00,frozen processed food,smoked
frozen chicken,834.52,dried,Spain,2018-05-07 00:00:00,smoked canned,imported
imported broccoli,970.97,canned,China,2018-07-19 00:00:00,vacuum sealed meat,domestic
spicy broccoli,796.27,meat,Brazil,2020-08-04 00:00:00,imported dried,vacuum sealed
spicy gurkin,780.83,fruit,Germany,2018-08-13 00:00:00,fresh processed food,fresh
smoked chicken,641.14,canned,China,2019-11-19 00:00:00,smoked meat,dried
domestic tomato,201.16,legumes,France,2020-05-13 00:00:00,spicy dried,smoked
frozen potatoes,926.41,canned,Morocco,2020-05-16 00:00:00,spicy dried,vacuum sealed
dried bread,549.69,fruit,China,2019-09-08 00:00:00,domestic meat,fresh
domestic broccoli,758.35,vegetables,France,2018-06-23 00:00:00,vacuum sealed meat,vacuum sealed
vacuum sealed broccoli,272.96,processed food,China,2019-11-21 00:00:00,fresh legumes,fresh
frozen chicken,128.03,processed food,Morocco,2019-03-24 00:00:00,domestic processed food,fresh
spicy buns,824.04,legumes,Poland,2018-09-01 00:00:00,frozen meat,smoked
smoked potatoes,170.38,dried,Morocco,2019-06-23 00:00:00,fresh dried,spicy
imported lentils,308.72,vegetables,Brazil,2018-10-28 00:00:00,imported dried,smoked
spicy chicken,768.52,meat,Morocco,2018-02-13 00:00:00,fresh fruit,vacuum sealed
fresh prawns,369.03,vegetables,France,2020-05-13 00:00:00,frozen fruit,vacuum sealed
imported buns,105.88,canned,Spain,2020-03-20 00:00:00,smoked legumes,dried
fresh tomato,711.12,processed food,Brazil,2018-01-12 00:00:00,smoked dried,dried
smoked gurkin,786.84,pastry,Spain,2018-05-23 00:00:00,frozen dried,domestic
spicy beef,418.97,canned,Spain,2019-11-23 00:00:00,fresh canned,smoked
vacuum sealed broccoli,861.5,legumes,Poland,2019-11-23 00:00:00,imported fruit,fresh
vacuum sealed lentils,627.5,fruit,Spain,2019-11-12 00:00:00,domestic meat,fresh
dried lentils,978.57,dried,Poland,2020-04-13 00:00:00,fresh pastry,vacuum sealed
dried gurkin,587.67,fruit,Poland,2019-04-03 00:00:00,frozen dried,dried
frozen tomato,324.75,dried,France,2018-06-10 00:00:00,fresh processed food,vacuum sealed
spicy beans,144.14,fruit,Germany,2020-10-02 00:00:00,smoked vegetables,spicy
smoked buns,244.26,dried,Poland,2019-07-09 00:00:00,imported legumes,dried
smoked pork,60.19,vegetables,Spain,2020-02-16 00:00:00,fresh meat,dried
dried tomato,744.19,meat,Brazil,2019-11-19 00:00:00,domestic meat,spicy
fresh tomato,828.57,vegetables,Poland,2018-02-23 00:00:00,smoked canned,fresh
imported gurkin,998.78,pastry,Spain,2019-02-22 00:00:00,fresh pastry,imported
smoked prawns,979.93,processed food,Spain,2020-02-19 00:00:00,smoked canned,fresh
imported lentils,20.41,canned,Germany,2020-11-15 00:00:00,fresh dried,frozen
spicy potatoes,549.74,canned,Poland,2019-10-27 00:00:00,frozen dried,smoked
dried gurkin,402.91,dried,Brazil,2019-04-14 00:00:00,smoked legumes,domestic
spicy beans,89.84,meat,Morocco,2018-05-02 00:00:00,imported canned,imported
smoked bread,381.17,vegetables,Spain,2020-10-16 00:00:00,fresh canned,domestic
smoked beef,935.44,canned,China,2020-11-12 00:00:00,fresh meat,vacuum sealed
fresh buns,116.35,processed food,Germany,2020-10-02 00:00:00,frozen processed food,spicy
frozen chicken,227.78,canned,France,2019-06-12 00:00:00,imported fruit,dried
imported broccoli,965.67,fruit,China,2019-09-15 00:00:00,spicy pastry,fresh
imported prawns,838.1,meat,Germany,2020-08-26 00:00:00,fresh dried,frozen
